61,66,33,19,45,48,16,40,46,54,57,48,46,0,11,41,52,60,61,51,44,0,16,38,40,31,46,53,39,28,22,98,96,94,94,1,0,0,0,0,0
61,66,35,19,45,49,15,40,46,53,57,48,45,0,11,41,52,60,60,51,44,0,16,38,40,31,46,53,39,28,22,98,96,94,94,1,0,0,0,0,0
61,66,33,18,45,49,16,40,46,54,58,48,46,0,11,41,52,60,60,51,44,0,16,38,40,32,46,53,39,28,22,98,96,95,94,1,0,0,0,0,0
61,66,34,19,46,49,16,40,46,54,58,48,46,0,11,41,52,60,61,52,44,0,16,38,40,32,47,54,40,28,21,98,96,95,94,1,0,0,0,0,0
61,66,35,19,46,49,16,40,46,54,58,48,46,0,11,41,52,60,61,52,44,0,16,39,40,32,47,53,40,28,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,46,49,16,40,46,54,58,48,46,0,11,43,52,60,61,52,44,0,16,38,40,32,47,53,40,28,22,98,96,95,94,1,0,0,0,0,0
60,66,33,19,46,49,16,40,46,54,58,48,46,0,11,41,52,60,61,52,44,0,16,38,40,32,47,54,40,29,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,46,49,16,40,46,54,58,48,46,0,11,42,52,60,61,52,44,0,16,39,41,32,47,53,40,29,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,45,48,16,40,46,54,58,48,46,0,11,41,52,60,61,51,44,0,16,39,40,32,47,54,39,28,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,45,49,16,40,46,54,58,48,46,0,12,41,52,60,61,52,44,0,16,38,40,31,47,54,40,28,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,46,49,17,40,46,54,58,48,46,0,11,41,52,60,61,52,44,0,16,38,40,32,47,54,40,29,22,98,96,95,94,1,0,0,0,0,0
61,66,33,19,45,49,17,40,46,54,58,48,46,0,12,41,52,60,61,52,45,0,16,38,40,31,47,54,40,28,22,98,96,95,94,1,0,0,0,0,0
61,66,32,19,45,49,17,40,46,54,58,48,46,0,12,41,52,60,61,52,44,0,16,38,40,31,47,54,40,29,22,98,96,94,94,1,0,0,0,0,0
61,66,32,19,45,49,17,40,46,54,58,48,46,0,11,41,52,60,61,52,45,0,16,39,40,31,47,54,40,29,22,98,97,95,94,1,0,0,0,0,0
61,66,32,19,46,49,17,40,46,54,58,48,46,0,11,42,52,60,61,52,45,0,16,38,40,31,47,54,40,29,22,98,96,94,94,1,0,0,0,0,0
61,66,32,19,46,49,16,40,46,54,58,48,46,0,12,41,52,60,61,52,44,0,16,38,40,31,47,53,40,28,22,98,96,94,94,1,0,0,0,0,0
61,66,32,19,45,48,16,40,46,54,58,48,46,0,12,42,52,60,61,51,44,0,16,38,40,32,47,53,40,29,22,98,96,94,94,1,0,0,0,0,0
61,66,32,19,45,49,17,40,46,54,58,48,46,0,11,42,52,60,61,52,44,0,16,39,40,31,47,53,40,28,21,98,96,94,94,1,0,0,0,0,0
61,66,32,19,45,49,17,40,46,54,58,48,46,0,12,41,52,60,61,52,44,0,16,39,40,32,47,53,40,29,22,98,96,94,94,1,0,0,0,0,0
61,66,32,19,44,48,16,40,46,54,58,48,45,0,12,41,51,60,60,51,45,0,16,38,40,32,47,53,40,28,22,98,96,94,94,1,0,0,0,0,0
73,113,103,56,76,56,0,7,22,53,62,56,65,51,42,43,51,46,35,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,114,105,54,75,55,0,4,20,53,62,56,67,53,43,44,52,46,33,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,114,105,55,73,55,0,3,19,54,63,60,69,54,43,46,53,50,35,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,113,105,57,76,57,0,1,13,50,59,57,68,52,42,44,52,51,38,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,112,104,60,82,62,0,0,7,43,53,52,63,49,41,43,53,53,40,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,109,100,63,84,65,0,0,2,34,48,46,57,46,40,41,52,53,40,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,107,100,64,86,67,0,0,0,32,46,46,57,46,40,42,52,53,41,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,106,99,63,88,69,0,0,0,33,48,48,59,48,41,43,53,58,44,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,105,97,63,90,74,0,0,2,36,52,53,60,49,41,44,53,62,50,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,105,95,62,88,73,0,0,5,40,55,54,61,48,41,43,54,62,50,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,108,96,63,88,73,0,0,6,40,52,49,58,47,40,43,54,60,47,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,109,96,64,89,72,0,0,6,40,52,49,57,46,41,43,52,56,46,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,109,96,64,88,70,0,0,7,40,53,50,57,47,41,43,53,56,45,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,109,96,63,87,68,0,0,10,42,53,50,57,47,41,44,53,56,45,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,106,94,63,86,66,0,1,13,42,53,49,57,46,42,46,56,57,45,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,106,92,63,87,66,0,3,15,44,53,50,59,47,43,47,57,60,46,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,105,92,65,88,70,0,4,14,47,58,56,66,53,45,50,60,63,49,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,102,90,64,87,67,0,6,14,49,61,63,67,54,45,49,60,65,52,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,103,92,63,86,66,0,7,16,51,62,59,64,51,43,46,56,59,49,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,110,98,66,88,69,0,2,13,44,54,48,54,43,39,39,46,45,41,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,66,54,49,69,59,0,7,19,37,49,53,66,66,42,60,56,54,37,24,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
57,66,53,49,69,59,0,7,18,36,48,52,66,66,42,60,55,54,37,24,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
57,66,53,49,68,59,0,6,18,36,47,52,66,66,42,60,56,54,37,24,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
57,65,53,48,69,59,0,6,17,36,48,52,66,66,41,60,56,54,37,24,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,64,52,47,68,58,0,6,16,35,46,51,66,66,42,60,56,54,37,24,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,63,50,46,66,58,0,4,16,34,45,51,67,66,42,61,56,54,38,23,12,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,63,50,46,67,58,0,4,16,34,46,50,67,67,41,61,56,54,37,24,12,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,63,51,45,66,58,0,5,16,34,46,50,66,66,42,61,56,54,37,23,12,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,63,50,45,66,57,0,5,16,34,45,50,66,66,41,60,55,53,36,23,12,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,62,49,44,65,56,0,5,16,34,45,50,66,66,41,60,55,53,36,23,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
56,62,49,43,64,55,0,5,16,34,46,50,66,66,42,61,56,53,37,23,11,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
55,61,49,43,63,56,0,5,16,34,46,50,66,66,42,61,56,53,37,23,12,0,0,0,0,0,0,0,0,0,0,98,94,0,0,0,0,1,0,0,0
